Messagenumber;ProducerSendTime;Consumer&ProducerSendTime;ConsumerTime;
2217 ;15.554700;11.957000; 
2217; ;11.904300;12.138100; 
2218 ;10.380100;13.302900; 
2218; ;17.515200;16.169600; 
2219 ;14.385800;13.120500; 
2219; ;18.261300;22.795000; 
2220 ;14.816300;23.845400; 
2220; ;17.102200;15.514400; 
2221 ;10.734800;13.902700; 
2221; ;20.258300;21.682300; 
2222 ;10.376800;14.731500; 
2222; ;18.739200;15.446700; 
2223 ;14.764100;18.425800; 
2223; ;17.097600;23.255000; 
2224 ;9.715800;17.597900; 
2224; ;11.496500;13.723700; 
2225 ;9.376800;14.489800; 
2225; ;16.469500;12.936000; 
2226 ;18.593300;18.350800; 
2226; ;16.267000;14.854600; 
2227 ;13.886000;13.743800; 
2227; ;17.528800;15.972300; 
2228 ;15.363900;12.435700; 
2228; ;33.247200;30.840400; 
2229 ;12.179300;23.162600; 
2229; ;20.628700;20.771500; 
2230 ;9.469900;16.209900; 
2230; ;13.620400;13.200800; 
2231 ;10.686700;18.444600; 
2231; ;14.757700;12.810500; 
2232 ;11.893600;15.003400; 
2232; ;13.320700;17.794100; 
2233 ;7.820200;11.153300; 
2233; ;21.573900;16.344200; 
2234 ;10.462200;10.541800; 
2234; ;18.119200;21.434600; 
2235 ;14.584300;11.913000; 
2235; ;14.175200;20.057900; 
2236 ;14.298100;18.149400; 
2236; ;20.066800;13.792400; 
2237 ;13.727800;16.156400; 
2237; ;15.584900;14.244300; 
2238 ;8.661500;16.215400; 
2238; ;11.997900;14.845900; 
2239 ;11.689800;24.561000; 
2239; ;11.088300;12.811100; 
2240 ;12.189200;16.163000; 
2240; ;15.663700;18.056000; 
2241 ;8.576200;12.287200; 
2241; ;23.508000;24.739900; 
2242 ;10.631200;10.170500; 
2242; ;16.179400;12.562400; 
2243 ;11.927800;21.018400; 
2243; ;20.863500;16.816900; 
2244 ;14.679500;16.534400; 
2244; ;14.082100;19.010900; 
2245 ;9.536600;13.444100; 
2245; ;12.468000;15.208600; 
2246 ;14.629100;12.014700; 
2246; ;14.902800;11.155900; 
2247 ;10.495400;19.901600; 
2247; ;17.540600;17.234800; 
2248 ;13.382500;11.765900; 
2248; ;20.982100;18.341100; 
2249 ;8.127100;18.202100; 
2249; ;17.475200;21.512700; 
2250 ;14.588500;18.585300; 
2250; ;13.641800;7.795800; 
2251 ;27.262700;17.068700; 
2251; ;16.112400;18.138400; 
2252 ;13.115300;18.978300; 
2252; ;11.657900;11.141800; 
2253 ;13.133100;11.566600; 
2253; ;12.282200;16.963900; 
2254 ;9.668300;19.390100; 
2254; ;22.038700;13.826000; 
2255 ;16.372200;10.235600; 
2255; ;13.853800;25.655500; 
2256 ;18.664600;13.940300; 
2256; ;16.559700;11.946500; 
2257 ;11.777800;17.593800; 
2257; ;12.105000;6.911300; 
2258 ;5.950200;13.147200; 
2258; ;10.526700;12.145500; 
2259 ;10.809000;15.071000; 
2259; ;10.126800;10.424200; 
2260 ;18.193400;17.115700; 
2260; ;14.533500;20.152700; 
2261 ;21.209300;15.027600; 
2261; ;21.771200;22.194400; 
2262 ;15.152000;11.369900; 
2262; ;20.989700;13.808100; 
2263 ;17.455700;14.055100; 
2263; ;15.581700;17.796600; 
2264 ;12.487700;24.104400; 
2264; ;16.860600;18.658200; 
2265 ;10.852000;13.437000; 
2265; ;11.482200;12.880400; 
2266 ;9.725700;15.646500; 
2266; ;14.663400;11.745900; 
2267 ;9.471600;16.743600; 
2267; ;14.538600;15.506900; 
2268 ;11.341700;18.582900; 
2268; ;14.035600;15.982000; 
2269 ;22.248700;12.221200; 
2269; ;12.866700;20.015200; 
2270 ;15.871700;16.851900; 
2270; ;22.924100;18.685000; 
2271 ;11.212600;16.892600; 
2271; ;20.422700;13.227700; 
2272 ;13.087800;12.542600; 
2272; ;15.597000;15.854300; 
2273 ;8.476500;19.809100; 
2273; ;16.078100;12.572200; 
2274 ;9.342700;21.467600; 
2274; ;11.200200;16.037900; 
2275 ;24.054300;15.786800; 
2275; ;16.511000;15.406000; 
2276 ;10.152700;15.626200; 
2276; ;16.599500;23.014500; 
2277 ;15.609400;9.801900; 
2277; ;18.034400;18.788100; 
2278 ;14.099800;21.960300; 
2278; ;17.896800;12.135300; 
2279 ;24.454200;14.806400; 
2279; ;13.730800;11.176500; 
2280 ;18.769600;20.295600; 
2280; ;13.815100;13.190200; 
2281 ;13.227900;15.391700; 
2281; ;15.930700;16.352300; 
2282 ;14.995200;13.879800; 
2282; ;20.121000;19.970600; 
2283 ;10.148400;11.775400; 
2283; ;20.052000;24.143900; 
2284 ;11.449100;11.081700; 
2284; ;21.030100;16.785900; 
2285 ;13.653000;17.747000; 
2285; ;34.693900;34.100600; 
2286 ;18.280200;19.131800; 
2286; ;9.639100;12.286500; 
2287 ;13.254600;19.801700; 
2287; ;13.886400;18.093800; 
2288 ;14.134300;17.999900; 
2288; ;17.438800;13.452700; 
2289 ;13.079800;34.464400; 
2289; ;15.462500;15.903600; 
2290 ;12.139400;14.023600; 
2290; ;15.979800;14.002800; 
2291 ;12.014400;11.692000; 
2291; ;14.268600;13.767600; 
2292 ;17.580500;18.759100; 
2292; ;14.121100;13.765700; 
2293 ;14.288100;17.095700; 
2293; ;13.572100;12.972200; 
2294 ;14.424300;20.975500; 
2294; ;15.049500;14.732400; 
2295 ;16.512200;10.847400; 
2295; ;16.843400;29.385300; 
2296 ;18.117000;13.236900; 
2296; ;24.344800;14.383000; 
2297 ;14.806700;10.442300; 
2297; ;16.156400;16.495100; 
2298 ;8.511800;10.379800; 
2298; ;12.652700;10.582100; 
2299 ;10.167900;16.408200; 
2299; ;15.186600;23.193200; 
2300 ;12.384200;22.018000; 
2300; ;16.455000;15.928200; 
2301 ;15.323800;21.112000; 
2301; ;15.431300;8.464800; 
2302 ;13.691300;12.842000; 
2302; ;19.915000;21.447400; 
2303 ;11.724600;22.322000; 
2303; ;9.739500;13.005300; 
2304 ;15.755400;13.907000; 
2304; ;19.815500;36.170600; 
2305 ;15.284500;12.291800; 
2305; ;26.639400;12.348800; 
2306 ;17.217100;22.631600; 
2306; ;14.743800;11.082500; 
2307 ;10.682200;20.219400; 
2307; ;13.541600;9.249600; 
2308 ;13.623400;27.653300; 
2308; ;11.861900;13.941300; 
2309 ;11.162200;19.176400; 
2309; ;13.059800;13.786600; 
2310 ;16.569000;14.231900; 
2310; ;8.925300;21.929800; 
2311 ;14.928700;15.028700; 
2311; ;34.830100;27.815500; 
2312 ;11.915400;14.231500; 
2312; ;15.685900;14.509900; 
2313 ;15.188000;36.934600; 
2313; ;24.024600;17.183600; 
2314 ;10.332500;13.188500; 
2314; ;10.155600;10.757100; 
2315 ;13.347400;14.009300; 
2315; ;7.419900;12.371400; 
2316 ;12.978000;15.967700; 
2316; ;14.225300;9.828300; 
2317 ;6.574600;14.275300; 
2317; ;16.211300;16.913000; 
2318 ;14.579500;11.131500; 
2318; ;19.553500;20.727700; 
2319 ;36.619700;11.605700; 
2319; ;15.554300;20.857000; 
2320 ;12.969600;18.351200; 
2320; ;15.841400;11.098800; 
2321 ;14.531600;17.168500; 
2321; ;20.033500;16.154100; 
2322 ;10.586600;20.138900; 
2322; ;10.714900;12.493200; 
2323 ;11.734000;17.902700; 
2323; ;13.380300;19.268500; 
2324 ;12.639600;11.064100; 
2324; ;14.052500;13.493000; 
2325 ;11.013600;13.347700; 
2325; ;20.923500;14.703900; 
2326 ;8.844000;12.138900; 
2326; ;19.778900;19.999300; 
2327 ;13.479000;19.706600; 
2327; ;17.478800;20.636800; 
2328 ;17.714700;20.335700; 
2328; ;11.919300;6.432600; 
2329 ;23.612900;14.274100; 
2329; ;10.665900;19.950000; 
2330 ;12.716700;15.334500; 
2330; ;17.744800;11.011800; 
2331 ;12.039900;14.794700; 
2331; ;16.713900;20.408200; 
2332 ;12.211500;17.843200; 
2332; ;16.219200;14.719500; 
2333 ;10.991900;13.065100; 
2333; ;18.167800;14.552300; 
2334 ;10.198100;16.981900; 
2334; ;15.320900;18.820100; 
2335 ;16.137900;15.894300; 
2335; ;13.705600;11.306500; 
2336 ;10.699200;22.578000; 
2336; ;9.498900;10.604800; 
2337 ;12.424200;15.623000; 
2337; ;12.417000;14.290800; 
2338 ;14.040700;13.386900; 
2338; ;11.635000;13.671900; 
2339 ;16.569800;8.809100; 
2339; ;19.198300;14.998100; 
2340 ;8.349500;14.591700; 
2340; ;14.552800;16.668200; 
2341 ;9.571300;20.410800; 
2341; ;10.157300;12.047200; 
2342 ;9.801500;16.232800; 
2342; ;22.743200;15.252800; 
2343 ;13.273300;16.124000; 
2343; ;13.853900;17.030600; 
2344 ;11.261700;12.697100; 
2344; ;12.569800;9.175400; 
2345 ;9.518600;16.118900; 
2345; ;13.749900;18.145100; 
2346 ;20.301200;8.135800; 
2346; ;19.061200;18.528700; 
2347 ;9.369400;9.832500; 
2347; ;17.301000;17.282900; 
2348 ;11.748400;24.017400; 
2348; ;13.228700;17.665200; 
2349 ;7.774900;17.305500; 
2349; ;12.371700;8.776500; 
2350 ;15.353000;17.507800; 
2350; ;14.741600;13.728500; 
2351 ;16.534400;12.269500; 
2351; ;11.150600;10.252100; 
2352 ;15.743600;14.024600; 
2352; ;10.158800;9.442400; 
2353 ;18.176400;14.055500; 
2353; ;13.015200;18.342700; 
2354 ;15.798000;11.733800; 
2354; ;23.429700;16.979200; 
2355 ;8.182400;13.951700; 
2355; ;14.444100;18.439500; 
2356 ;10.192400;15.991300; 
2356; ;15.589700;20.576200; 
2357 ;10.611100;19.174000; 
2357; ;19.357600;15.084400; 
2358 ;13.235600;19.454100; 
2358; ;13.983300;10.007700; 
2359 ;13.572300;14.838100; 
2359; ;14.447500;16.295400; 
2360 ;11.234000;15.089000; 
2360; ;13.964500;19.177900; 
2361 ;16.328300;13.719700; 
2361; ;20.510100;15.002200; 
2362 ;13.839600;19.650500; 
2362; ;22.652500;23.168100; 
2363 ;11.815000;16.443100; 
2363; ;14.633800;18.339800; 
2364 ;12.460200;14.151200; 
2364; ;11.681600;12.997000; 
2365 ;13.967800;13.629800; 
2365; ;14.906800;9.825200; 
2366 ;14.982000;10.655400; 
2366; ;24.247100;24.607100; 
2367 ;18.878700;17.415700; 
2367; ;16.460500;20.221500; 
2368 ;13.122700;20.373600; 
2368; ;17.488500;15.719300; 
2369 ;10.080600;19.354400; 
2369; ;11.823100;13.639500; 
2370 ;9.974400;19.024100; 
2370; ;14.684500;7.881300; 
2371 ;10.440900;15.131200; 
2371; ;10.869200;14.609700; 
2372 ;12.281100;10.766400; 
2372; ;16.316200;16.900000; 
2373 ;17.074400;14.600100; 
2373; ;10.907500;7.911500; 
2374 ;10.113900;15.747500; 
2374; ;16.055200;21.896100; 
2375 ;15.226700;11.460600; 
2375; ;17.911100;14.876700; 
2376 ;9.139400;14.598500; 
2376; ;13.953100;15.680800; 
2377 ;12.035200;13.776000; 
2377; ;14.022500;10.324200; 
2378 ;8.288500;15.985000; 
2378; ;20.149600;22.451600; 
2379 ;13.106500;18.189500; 
2379; ;14.008500;8.153700; 
2380 ;8.507100;16.062400; 
2380; ;7.946800;8.392100; 
2381 ;15.374500;16.271000; 
2381; ;26.399600;36.784800; 
2382 ;11.282600;8.772400; 
2382; ;20.784100;20.789500; 
2383 ;11.181200;16.003700; 
2383; ;21.487200;17.357900; 
2384 ;15.518800;16.560000; 
2384; ;20.591600;17.504900; 
2385 ;9.361400;19.015400; 
2385; ;11.168900;14.124100; 
2386 ;13.492000;14.762100; 
2386; ;11.734500;13.202500; 
2387 ;11.351300;12.110200; 
2387; ;16.812600;15.613500; 
2388 ;12.580200;14.132700; 
2388; ;13.135500;16.191800; 
2389 ;12.988100;10.631800; 
2389; ;15.540900;22.030700; 
2390 ;8.721600;13.768000; 
2390; ;12.921300;9.310600; 
2391 ;17.014700;18.120600; 
2391; ;14.408400;9.100600; 
2392 ;15.748800;16.697900; 
2392; ;15.590300;10.941400; 
2393 ;16.615900;11.693300; 
2393; ;12.903500;15.781800; 
2394 ;12.549600;14.767300; 
2394; ;13.272700;10.184400; 
2395 ;9.215400;15.397900; 
2395; ;15.376400;12.804800; 
2396 ;28.022700;16.826600; 
2396; ;19.079200;21.881500; 
2397 ;19.591400;17.159000; 
2397; ;15.872000;17.980600; 
2398 ;11.694000;17.700600; 
2398; ;12.352800;12.636500; 
2399 ;12.826500;10.434900; 
2399; ;13.712100;12.167300; 
2400 ;15.215900;17.863300; 
2400; ;11.260200;13.860900; 
2401 ;13.651000;16.905700; 
2401; ;10.907000;11.881600; 
2402 ;7.772100;12.576700; 
2402; ;22.239600;9.255300; 
2403 ;3.709100;11.792100; 
2403; ;15.583900;27.991600; 
2404 ;11.175900;16.544300; 
2404; ;11.075400;10.985600; 
2405 ;8.941100;14.151800; 
2405; ;17.297000;14.859500; 
2406 ;15.562200;18.356200; 
2406; ;13.372900;10.186500; 
2407 ;20.317400;15.538300; 
2407; ;10.448200;17.434400; 
2408 ;18.207900;14.677000; 
2408; ;11.058400;12.138900; 
2409 ;15.188300;11.126900; 
2409; ;19.123500;12.330700; 
2410 ;10.863200;15.282500; 
2410; ;17.909500;17.085100; 
2411 ;7.084000;20.448000; 
2411; ;21.348600;24.506900; 
2412 ;20.162000;15.712300; 
2412; ;23.844000;19.639600; 
2413 ;12.099400;20.896600; 
2413; ;11.309500;17.237500; 
2414 ;16.976300;21.568500; 
2414; ;10.515300;9.921500; 
2415 ;13.730200;10.216700; 
2415; ;13.129100;13.018900; 
2416 ;10.886800;13.575900; 
2416; ;18.246900;16.873900; 
2417 ;17.782400;16.467100; 
2417; ;16.995300;13.275600; 
2418 ;6.854000;9.742400; 
2418; ;12.453500;15.896700; 
2419 ;11.482900;16.633900; 
2419; ;17.580300;19.466100; 
2420 ;12.211200;24.279600; 
2420; ;10.270700;9.259400; 
2421 ;19.403700;16.920200; 
2421; ;10.609100;6.095500; 
2422 ;17.029600;15.439100; 
2422; ;15.862300;18.252600; 
2423 ;14.588900;13.136200; 
2423; ;9.629800;9.945600; 
2424 ;13.352900;15.589100; 
2424; ;22.578500;18.227600; 
2425 ;8.203900;18.977500; 
2425; ;20.090600;24.294600; 
2426 ;10.552700;15.557400; 
2426; ;20.357400;21.297800; 
2427 ;9.760300;17.896600; 
2427; ;14.235900;14.390200; 
2428 ;15.217100;15.553000; 
2428; ;8.810800;7.734000; 
2429 ;16.095200;14.413600; 
2429; ;16.719000;22.876400; 
2430 ;19.896300;10.937900; 
2430; ;14.805900;11.504300; 
2431 ;13.531900;9.071800; 
2431; ;21.212600;24.174900; 
2432 ;13.843700;17.419500; 
2432; ;19.899500;10.497800; 
2433 ;13.272100;19.774800; 
2433; ;14.976700;20.846200; 
2434 ;12.556900;15.390800; 
2434; ;12.399400;10.600800; 
2435 ;10.863800;18.141100; 
2435; ;12.992400;11.947700; 
2436 ;8.330400;12.373100; 
2436; ;11.468000;15.970300; 
2437 ;16.958900;14.773600; 
2437; ;10.148400;13.919500; 
2438 ;16.826800;15.102800; 
2438; ;15.030100;16.037900; 
2439 ;16.756100;14.935000; 
2439; ;24.672500;20.890900; 
2440 ;13.715800;19.167700; 
2440; ;24.778000;19.000400; 
2441 ;15.581200;15.843500; 
2441; ;13.226500;15.555900; 
2442 ;200.642700;17.054500; 
2442; ;13.363300;12.262800; 
2443 ;6.806800;17.175200; 
2443; ;10.825800;11.599600; 
2444 ;13.361800;14.606800; 
2444; ;16.298800;17.306700; 
2445 ;19.638500;12.518000; 
2445; ;18.331200;21.133600; 
2446 ;14.366300;18.664200; 
2446; ;16.435900;15.231200; 
2447 ;12.763100;15.268600; 
2447; ;21.574000;16.475200; 
2448 ;12.647500;16.130900; 
2448; ;12.526100;15.545100; 
2449 ;8.109100;17.420300; 
2449; ;14.056500;12.531300; 
2450 ;14.471200;15.052400; 
2450; ;9.740500;9.859100; 
2451 ;12.999300;12.559500; 
2451; ;18.201200;19.793800; 
2452 ;9.389900;10.311800; 
2452; ;15.574100;15.611300; 
2453 ;20.664000;26.140500; 
2453; ;11.844100;12.966900; 
2454 ;9.563300;13.140800; 
2454; ;19.860700;16.193600; 
2455 ;13.579700;18.207800; 
2455; ;18.028300;21.283400; 
2456 ;15.129000;9.245700; 
2456; ;12.659300;9.436200; 
2457 ;18.602900;16.999800; 
2457; ;11.344800;10.496400; 
2458 ;10.621700;13.198100; 
2458; ;10.834200;15.144700; 
2459 ;12.745900;11.848000; 
2459; ;16.658200;16.742800; 
2460 ;16.085300;16.403600; 
2460; ;14.164200;10.308600; 
2461 ;18.502400;15.617400; 
2461; ;17.414400;24.068400; 
2462 ;14.406100;12.224000; 
2462; ;15.072900;11.451600; 
2463 ;12.363300;9.389800; 
2463; ;10.209400;9.851300; 
2464 ;13.166900;15.098700; 
2464; ;12.575000;7.985600; 
2465 ;13.300700;15.111500; 
2465; ;19.529300;30.819700; 
2466 ;10.983100;13.238700; 
2466; ;15.945400;12.533600; 
2467 ;9.357800;16.872300; 
2467; ;12.134200;15.246500; 
2468 ;15.983300;18.168500; 
2468; ;19.800700;11.848400; 
2469 ;17.264400;14.449600; 
2469; ;14.890300;17.868200; 
2470 ;16.777000;17.934100; 
2470; ;11.353600;8.537400; 
2471 ;11.661300;17.809000; 
2471; ;14.625900;15.251000; 
2472 ;10.146500;14.343900; 
2472; ;16.214400;13.311200; 
2473 ;12.970600;9.693400; 
2473; ;11.407000;15.877100; 
2474 ;10.259700;15.031100; 
2474; ;17.872000;23.355600; 
2475 ;8.058200;17.963000; 
2475; ;20.432800;18.047800; 
2476 ;16.396500;15.464200; 
2476; ;16.786900;18.124800; 
2477 ;13.255100;15.619500; 
2477; ;12.838700;9.404000; 
2478 ;16.649000;14.608800; 
2478; ;13.360800;13.901600; 
2479 ;18.471400;13.369700; 
2479; ;13.739500;14.653900; 
2480 ;18.189000;11.899100; 
2480; ;12.146200;13.546700; 
2481 ;8.311000;15.913000; 
2481; ;22.969500;20.812000; 
2482 ;9.210100;23.826600; 
2482; ;18.620100;12.866900; 
2483 ;9.080800;16.192200; 
2483; ;15.222800;14.861900; 
2484 ;19.697900;12.434900; 
2484; ;15.175300;17.224200; 
2485 ;19.576600;13.518900; 
2485; ;15.817700;18.629500; 
2486 ;16.608900;11.257800; 
2486; ;14.543600;16.822100; 
2487 ;10.081600;14.170600; 
2487; ;16.263300;13.127900; 
2488 ;11.351600;17.623300; 
2488; ;14.894700;20.157100; 
2489 ;9.366100;19.660000; 
2489; ;15.530400;13.309400; 
2490 ;8.703600;13.066900; 
2490; ;19.432900;14.175800; 
2491 ;12.821400;15.677300; 
2491; ;13.881100;10.767300; 
2492 ;14.135500;10.809500; 
2492; ;7.953200;13.007700; 
2493 ;15.733400;14.815100; 
2493; ;30.762600;30.825400; 
2494 ;8.086800;15.529100; 
2494; ;18.122600;17.331300; 
2495 ;14.088200;27.588300; 
2495; ;19.386900;22.738700; 
2496 ;20.651600;19.172700; 
2496; ;12.654700;14.630600; 
2497 ;7.549900;19.560200; 
2497; ;14.270100;8.017900; 
2498 ;14.435900;14.927600; 
2498; ;12.439800;12.446900; 
2499 ;13.055300;15.194100; 
2499; ;13.973900;17.727200; 
2500 ;13.261600;14.100900; 
2500; ;15.487400;17.140100; 
2501 ;11.246500;9.297900; 
2501; ;22.080300;20.013700; 
2502 ;12.902000;17.204300; 
2502; ;14.127700;17.080100; 
2503 ;9.728400;21.421500; 
2503; ;14.505500;12.209500; 
2504 ;12.538400;14.855400; 
2504; ;14.420800;13.075100; 
2505 ;11.003800;17.619900; 
2505; ;11.649200;9.791100; 
2506 ;12.467200;13.715300; 
2506; ;13.410100;13.354500; 
2507 ;12.643000;10.423100; 
2507; ;37.007900;37.056100; 
2508 ;7.800500;15.776100; 
2508; ;15.925400;18.169300; 
2509 ;9.587600;36.737200; 
2509; ;14.045700;11.978900; 
2510 ;10.658700;17.481500; 
2510; ;13.793900;12.272800; 
2511 ;11.741700;14.791100; 
2511; ;14.055300;15.348600; 
2512 ;6.623300;11.613400; 
2512; ;12.987700;10.445700; 
2513 ;13.512500;10.590500; 
2513; ;14.390700;20.532900; 
2514 ;14.530500;14.686500; 
2514; ;16.879400;14.341500; 
2515 ;15.158300;9.087500; 
2515; ;16.920100;18.379800; 
2516 ;8.336600;17.139200; 
2516; ;12.509300;14.794700; 
2517 ;10.199900;19.952600; 
2517; ;16.800200;7.434900; 
2518 ;14.326700;16.089600; 
2518; ;11.771400;17.455900; 
2519 ;12.203300;11.185200; 
2519; ;12.824200;11.892500; 
2520 ;11.019800;13.099900; 
2520; ;10.849800;8.400800; 
2521 ;8.468600;11.019500; 
2521; ;12.376600;20.796500; 
2522 ;14.511900;16.025900; 
2522; ;16.475300;12.966800; 
2523 ;17.961800;14.812500; 
2523; ;18.221300;14.784000; 
2524 ;12.311700;16.444100; 
2524; ;15.534400;20.470200; 
2525 ;19.817900;18.603400; 
2525; ;16.174200;11.650700; 
2526 ;8.697700;12.049500; 
2526; ;19.113300;17.081200; 
2527 ;9.448900;13.377100; 
2527; ;11.998800;21.562900; 
2528 ;9.672900;15.851100; 
2528; ;15.792200;11.865000; 
2529 ;14.047000;13.522300; 
2529; ;12.152800;11.164600; 
2530 ;11.079100;15.283600; 
2530; ;13.763600;11.845400; 
2531 ;15.575900;20.878100; 
2531; ;18.452300;15.921800; 
2532 ;12.355200;12.010400; 
2532; ;12.712400;12.636300; 
2533 ;17.874900;14.800700; 
2533; ;9.607800;9.606200; 
2534 ;10.756200;15.710500; 
2534; ;12.956400;14.269500; 
2535 ;13.180300;11.877400; 
2535; ;23.502000;25.298700; 
2536 ;21.455100;13.077600; 
2536; ;17.090700;26.030800; 
2537 ;10.564400;18.231600; 
2537; ;23.060800;18.562100; 
2538 ;20.556000;17.233900; 
2538; ;12.427800;11.367300; 
2539 ;19.428000;22.945500; 
2539; ;13.082300;11.650900; 
2540 ;14.592700;17.011200; 
2540; ;15.133800;13.054100; 
2541 ;12.074800;16.807000; 
2541; ;13.934000;17.331800; 
2542 ;18.333200;12.635400; 
2542; ;13.718300;13.378600; 
2543 ;15.716800;9.501300; 
2543; ;18.411500;18.010100; 
2544 ;15.547800;20.929800; 
2544; ;19.030100;16.200000; 
2545 ;17.491700;11.479300; 
2545; ;17.747500;14.697200; 
2546 ;18.728200;14.056900; 
2546; ;11.546100;15.301100; 
2547 ;14.098000;20.369400; 
2547; ;11.839300;12.561700; 
2548 ;9.580900;12.787600; 
2548; ;14.250600;23.787700; 
2549 ;14.932100;12.641900; 
2549; ;24.055000;20.235500; 
2550 ;7.570500;14.087800; 
2550; ;18.657400;14.088900; 
2551 ;11.083100;31.325400; 
2551; ;18.687100;20.416900; 
2552 ;12.567200;16.327600; 
2552; ;12.324500;11.112800; 
2553 ;13.546200;16.924800; 
2553; ;15.732200;13.566300; 
2554 ;15.844300;15.106900; 
2554; ;15.695800;20.102500; 
2555 ;12.147000;16.135700; 
2555; ;17.248300;10.503400; 
2556 ;18.929500;12.695700; 
2556; ;18.234000;12.871000; 
2557 ;20.134200;17.671800; 
2557; ;19.461100;19.850500; 
2558 ;11.789600;19.999100; 
2558; ;26.020400;37.944600; 
2559 ;10.919600;13.155800; 
2559; ;16.597200;7.744000; 
2560 ;7.503600;15.180700; 
2560; ;14.067400;11.770700; 
2561 ;19.571800;24.850900; 
2561; ;15.508300;22.780800; 
2562 ;18.325900;12.962200; 
2562; ;8.669300;13.177800; 
2563 ;15.870300;12.180200; 
2563; ;18.804800;14.742300; 
2564 ;13.275000;11.618700; 
2564; ;16.197500;16.487600; 
2565 ;17.567900;14.443900; 
2565; ;15.398000;12.762700; 
2566 ;12.653600;14.994000; 
2566; ;16.046300;18.353600; 
2567 ;13.232500;10.998800; 
2567; ;13.383800;7.353400; 
2568 ;13.766400;21.075600; 
2568; ;10.162600;14.718800; 
2569 ;18.640300;12.114500; 
2569; ;13.429000;14.755600; 
2570 ;13.414200;15.566400; 
2570; ;11.496500;15.158600; 
2571 ;12.629900;11.862300; 
2571; ;16.867700;11.790100; 
2572 ;12.906000;17.592800; 
2572; ;13.835700;18.124200; 
2573 ;19.305300;22.740700; 
2573; ;21.083000;17.842500; 
2574 ;9.345800;22.043800; 
2574; ;13.638900;12.949700; 
2575 ;7.472100;15.238400; 
2575; ;11.489300;6.647200; 
2576 ;13.823500;15.649200; 
2576; ;18.052100;18.299500; 
2577 ;15.093200;9.198500; 
2577; ;15.165700;31.806000; 
2578 ;20.763400;15.869700; 
2578; ;14.003500;6.811900; 
2579 ;16.509600;38.596700; 
2579; ;37.676700;30.172600; 
2580 ;13.263900;16.686000; 
2580; ;11.876500;10.956100; 
2581 ;13.635600;14.150900; 
2581; ;18.521000;21.957800; 
2582 ;12.282300;14.482000; 
2582; ;10.880900;15.186300; 
2583 ;9.720300;18.115700; 
2583; ;16.203700;12.257400; 
2584 ;28.191100;16.470700; 
2584; ;29.482300;26.967000; 
2585 ;16.722000;10.132300; 
2585; ;14.790900;17.036600; 
2586 ;16.834700;18.792300; 
2586; ;12.708300;11.196300; 
2587 ;16.273900;18.254100; 
2587; ;18.949400;17.824100; 
2588 ;15.185300;18.520600; 
2588; ;12.856000;12.496700; 
2589 ;13.562000;12.962300; 
2589; ;11.128400;16.189200; 
2590 ;10.997000;15.147200; 
2590; ;12.944900;9.025300; 
2591 ;8.689500;7.523600; 
2591; ;18.699000;20.596600; 
2592 ;16.307000;11.520900; 
2592; ;20.228800;15.685500; 
2593 ;13.920600;14.265300; 
2593; ;17.201200;23.500800; 
2594 ;15.400400;14.440800; 
2594; ;12.019100;8.467700; 
2595 ;18.301100;15.087200; 
2595; ;10.104100;11.271500; 
2596 ;13.736800;15.718500; 
2596; ;13.731300;13.567500; 
2597 ;7.802200;16.486600; 
2597; ;13.049000;16.609900; 
2598 ;15.152500;12.413900; 
2598; ;15.886600;10.982800; 
2599 ;12.494300;11.533700; 
2599; ;15.690300;21.306000; 
2600 ;18.411000;19.127600; 
2600; ;17.496100;15.022400; 
2601 ;14.426900;17.432700; 
2601; ;14.342600;7.304400; 
2602 ;14.739400;18.926600; 
2602; ;19.945300;29.794100; 
2603 ;18.027900;39.016500; 
2603; ;20.207600;11.886900; 
2604 ;13.274700;10.314000; 
2604; ;16.636300;18.989000; 
2605 ;13.593400;11.013700; 
2605; ;18.481400;20.700500; 
2606 ;9.061300;14.770400; 
2606; ;19.767800;23.268800; 
2607 ;15.442400;13.169900; 
2607; ;18.232600;14.541500; 
2608 ;16.181500;16.529600; 
2608; ;20.341100;17.785500; 
2609 ;18.806000;18.428700; 
2609; ;14.762000;14.245700; 
2610 ;24.961200;22.437600; 
2610; ;15.851500;14.384800; 
2611 ;27.371700;11.909500; 
2611; ;12.470600;16.919600; 
2612 ;9.717000;14.770500; 
2612; ;15.074900;15.999300; 
2613 ;12.076800;8.822000; 
2613; ;15.884700;14.203000; 
2614 ;15.209800;18.568800; 
2614; ;18.701000;19.524600; 
2615 ;19.306200;16.389700; 
2615; ;16.417500;15.533200; 
2616 ;10.868300;16.148600; 
2616; ;11.105200;14.422600; 
2617 ;14.692500;10.569200; 
2617; ;14.371300;10.777500; 
2618 ;12.354800;12.785400; 
2618; ;16.689200;16.224200; 
2619 ;9.746900;16.592200; 
2619; ;15.921300;21.441500; 
2620 ;11.664000;14.930100; 
2620; ;14.129400;21.057700; 
2621 ;9.938800;10.648400; 
2621; ;26.290700;20.413600; 
2622 ;11.171100;18.892600; 
2622; ;18.668700;13.661000; 
2623 ;14.788100;14.053100; 
2623; ;15.337700;12.915700; 
2624 ;14.346100;20.515200; 
2624; ;14.459800;17.789000; 
2625 ;12.320000;21.718900; 
2625; ;13.014600;15.073700; 
2626 ;15.314900;19.320200; 
2626; ;14.549900;18.649100; 
2627 ;13.453600;16.174200; 
